,FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry,best_solution,select_freq,status
412,412,,,,,,,,,,,16121560.42,,,,,,,,14954178.47,,"POLYGON ((145.7874673443031 -15.49248221237651, 145.8568569028372 -15.45581261502042, 145.924350810331 -15.49566588934858, 145.9224871914441 -15.57221845216074, 145.8530597868874 -15.60891615074622, 145.7855338502098 -15.56903317113393, 145.7874673443031 -15.49248221237651))",0,1,0
413,413,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.924350810331 -15.49566588934858, 145.9937083352555 -15.45893688346471, 146.0612399818954 -15.49873232087423, 146.0594462469605 -15.57528642872949, 145.9900509785731 -15.61204356829158, 145.9224871914441 -15.57221845216074, 145.924350810331 -15.49566588934858))",0,0,0
414,414,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.0612399818954 -15.49873232087423, 146.1305653620685 -15.46194393236791, 146.1981346452686 -15.50168149985757, 146.1964108027042 -15.57823709373394, 146.1270477818177 -15.61505364826224, 146.0594462469605 -15.57528642872949, 146.0612399818954 -15.49873232087423))",0,0,0
415,415,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1981346452686 -15.50168149985757, 146.2674277696859 -15.46483375477479, 146.3350345866713 -15.50451341947358, 146.3333806445686 -15.58107044033904, 146.2640499823763 -15.61794638368246, 146.1964108027042 -15.57823709373394, 146.1981346452686 -15.50168149985757))",0,0,0
416,416,26877757.73,,31096225.12,,,,,,,,,,,,,,,,,,"POLYGON ((145.1749355053765 -15.36188939245301, 145.2444138401592 -15.3254856213131, 145.3116860387275 -15.36559777802686, 145.3095113870425 -15.44214349440771, 145.2399948081975 -15.47857520141338, 145.1726911285489 -15.43843324205507, 145.1749355053765 -15.36188939245301))",0,1,0
417,417,,,175311423.2,,,,,,,,,,,,11387016.25,,,,,,"POLYGON ((145.3116860387275 -15.36559777802686, 145.3811328872849 -15.32913452901338, 145.448443223414 -15.36918904176822, 145.4463383070564 -15.44573656605277, 145.3768533159017 -15.48222778379996, 145.3095113870425 -15.44214349440771, 145.3116860387275 -15.36559777802686))",0,33,0
418,418,,,16670709.8,,127677022.1,,,,,,,,,,,42351951.07,,,,,"POLYGON ((145.448443223414 -15.36918904176822, 145.517858474259 -15.33266634011936, 145.5852068464532 -15.37266317538201, 145.5831716752824 -15.44921244868292, 145.5137183834985 -15.48576315182971, 145.4463383070564 -15.44573656605277, 145.448443223414 -15.36918904176822))",0,20,0
419,419,,,,,165338555.3,,,,,,,,,,,21362329.34,,,,,"POLYGON ((145.5852068464532 -15.37266317538201, 145.6545903882308 -15.33608104647685, 145.7219766948021 -15.3760201708428, 145.7200112783516 -15.45257113426107, 145.650589797486 -15.4891812973245, 145.5831716752824 -15.44921244868292, 145.5852068464532 -15.37266317538201))",0,20,0
420,420,,,,,55073827.23,,,,,,44322417.45,,,,,,,,24656845.77,,"POLYGON ((145.7219766948021 -15.3760201708428, 145.7913284162907 -15.33937864020125, 145.8587525553594 -15.37926002039537, 145.8568569028372 -15.45581261502042, 145.7874673443031 -15.49248221237651, 145.7200112783516 -15.45257113426107, 145.7219766948021 -15.3760201708428))",0,10,0
421,421,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.8587525553594 -15.37926002039537, 145.9280723454715 -15.34255911367786, 145.9955342149675 -15.38238271655428, 145.9937083352555 -15.45893688346471, 145.924350810331 -15.49566588934858, 145.8568569028372 -15.45581261502042, 145.8587525553594 -15.37926002039537))",0,0,0
422,422,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.9955342149675 -15.38238271655428, 146.0648219627511 -15.3456224595617, 146.1323214604146 -15.38538825210427, 146.1305653620685 -15.46194393236791, 146.0612399818954 -15.49873232087423, 145.9937083352555 -15.45893688346471, 145.9955342149675 -15.38238271655428))",0,0,0
423,423,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1323214604146 -15.38538825210427, 146.2015770550539 -15.34856867077779, 146.2691140784363 -15.38827662010026, 146.2674277696859 -15.46483375477479, 146.1981346452686 -15.50168149985757, 146.1305653620685 -15.46194393236791, 146.1323214604146 -15.38538825210427))",0,0,0
424,424,48891284.46,,64439694.95,,,,,,,,,,,,,,,,,,"POLYGON ((145.2466199780948 -15.24893999865656, 145.316028694143 -15.21250468391344, 145.3832694013802 -15.25258707165343, 145.3811328872849 -15.32913452901338, 145.3116860387275 -15.36559777802686, 145.2444138401592 -15.3254856213131, 145.2466199780948 -15.24893999865656))",0,11,0
425,425,,,118374460,,66777454.01,,,,,,,,,,,1506404.316,,,,,"POLYGON ((145.3832694013802 -15.25258707165343, 145.4526466210494 -15.21609233704108, 145.5199253545226 -15.2561171068528, 145.517858474259 -15.33266634011936, 145.448443223414 -15.36918904176822, 145.3811328872849 -15.32913452901338, 145.3832694013802 -15.25258707165343))",0,20,0
426,426,,,,,103887912.5,,,,,,,,,,,82771648.03,,,,,"POLYGON ((145.5199253545226 -15.2561171068528, 145.58927096665 -15.21956297764692, 145.6565876249959 -15.25953009611252, 145.6545903882308 -15.33608104647685, 145.5852068464532 -15.37266317538201, 145.517858474259 -15.33266634011936, 145.5199253545226 -15.2561171068528))",0,16,0
427,427,,,,,111313062.4,,,,,,37163369.09,,,,,,,,20150583.37,,"POLYGON ((145.6565876249959 -15.25953009611252, 145.7259015185513 -15.22291659772911, 145.7932560002149 -15.26282603155958, 145.7913284162907 -15.33937864020125, 145.7219766948021 -15.3760201708428, 145.6545903882308 -15.33608104647685, 145.6565876249959 -15.25953009611252))",0,19,0
428,428,,,,,,,,,,,80776.47658,,,,,,,,,,"POLYGON ((145.7932560002149 -15.26282603155958, 145.8625380643015 -15.22615318955511, 145.9299302675377 -15.26600490559041, 145.9280723454715 -15.34255911367786, 145.8587525553594 -15.37926002039537, 145.7913284162907 -15.33937864020125, 145.7932560002149 -15.26282603155958))",0,0,0
429,429,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.9299302675377 -15.26600490559041, 145.9991803913929 -15.22927274566145, 146.066610214267 -15.26906671087079, 146.0648219627511 -15.3456224595617, 145.9955342149675 -15.38238271655428, 145.9280723454715 -15.34255911367786, 145.9299302675377 -15.26600490559041))",0,0,0
430,430,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.066610214267 -15.26906671087079, 146.1358282872639 -15.23227525885406, 146.2032956276525 -15.27201144033606, 146.2015770550539 -15.34856867077779, 146.1323214604146 -15.38538825210427, 146.0648219627511 -15.3456224595617, 146.066610214267 -15.26906671087079))",0,0,0
431,431,28960333.59,,69335876.95,,,,,,,,,,2922848.903,,,,,,,,"POLYGON ((145.1816549213107 -15.13225451503094, 145.2510255150687 -15.09584710015384, 145.3181967046427 -15.13595731098728, 145.316028694143 -15.21250468391344, 145.2466199780948 -15.24893999865656, 145.1794173982646 -15.20880002653479, 145.1816549213107 -15.13225451503094))",0,13,0
432,432,5307675.128,,180219130.4,,,,,,,,,,1078383.586,,11051.74342,,,,,,"POLYGON ((145.3181967046427 -15.13595731098728, 145.387535903031 -15.09949050900893, 145.45474510888 -15.1395431613992, 145.4526466210494 -15.21609233704108, 145.3832694013802 -15.25258707165343, 145.316028694143 -15.21250468391344, 145.3181967046427 -15.13595731098728))",0,24,0
433,433,,,10271410.84,,133194302.5,,,,,,,,,,,43151811.03,,,,,"POLYGON ((145.45474510888 -15.1395431613992, 145.5240528009282 -15.10301699749199, 145.5912999220125 -15.14301205800797, 145.58927096665 -15.21956297764692, 145.5199253545226 -15.2561171068528, 145.4526466210494 -15.21609233704108, 145.45474510888 -15.1395431613992))",1,15,0
434,434,,,,,155818384.9,,,,,,15625906.42,,,,,7447171.777,,,7727301.595,,"POLYGON ((145.5912999220125 -15.14301205800797, 145.6605759968815 -15.10642655748458, 145.72786093197 -15.14636399282359, 145.7259015185513 -15.22291659772911, 145.6565876249959 -15.25953009611252, 145.58927096665 -15.21956297764692, 145.5912999220125 -15.14301205800797))",1,25,0
435,435,,,,,,,,,,,13460140.85,,,,,,,,15188044.82,,"POLYGON ((145.72786093197 -15.14636399282359, 145.7971052789534 -15.10971918113687, 145.8644279266247 -15.14959895812483, 145.8625380643015 -15.22615318955511, 145.7932560002149 -15.26282603155958, 145.7259015185513 -15.22291659772911, 145.72786093197 -15.14636399282359))",0,0,0
436,436,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.8644279266247 -15.14959895812483, 145.9336404351493 -15.11289486086741, 146.0010006937928 -15.15271694645906, 145.9991803913929 -15.22927274566145, 145.9299302675377 -15.26600490559041, 145.8625380643015 -15.22615318955511, 145.8644279266247 -15.14959895812483))",0,0,0
437,437,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.0010006937928 -15.15271694645906, 146.0701812534204 -15.11595358936356, 146.1375790212368 -15.15571795064278, 146.1358282872639 -15.23227525885406, 146.066610214267 -15.26906671087079, 145.9991803913929 -15.22927274566145, 146.0010006937928 -15.15271694645906))",0,0,0
438,438,39313168.41,,102388211.9,,,,,,,,,,417889.7195,,620427.7112,,,,,,"POLYGON ((145.2532249209633 -15.01929982912817, 145.3225261080973 -14.98286092543973, 145.389665897227 -15.02294140853916, 145.387535903031 -15.09949050900893, 145.3181967046427 -15.13595731098727, 145.2510255150687 -15.09584710015384, 145.2532249209633 -15.01929982912817))",0,17,0
439,439,,,100611467.3,,81268455.86,,,,,,,,,,4455580.925,239272.523,,,,,"POLYGON ((145.389665897227 -15.02294140853916, 145.4589356788994 -14.98644317558853, 145.5261133734951 -15.02646612620686, 145.5240528009282 -15.10301699749199, 145.45474510888 -15.13954316139919, 145.387535903031 -15.09949050900893, 145.389665897227 -15.02294140853916))",0,21,0
440,440,,,,,165589874.9,,,,,,,,,,,20986183.29,,,,,"POLYGON ((145.5261133734951 -15.02646612620686, 145.595351639058 -14.9899085892037, 145.6625671382112 -15.02987397402477, 145.6605759968815 -15.10642655748458, 145.5912999220125 -15.14301205800796, 145.5240528009282 -15.10301699749199, 145.5261133734951 -15.02646612620686))",0,20,0
441,441,,,,,41977962.6,,,,,,34659529.53,,,,,1907439.754,,,21193887.13,,"POLYGON ((145.6625671382112 -15.02987397402477, 145.7317737771483 -14.99325715831853, 145.7990269797606 -15.03316494415441, 145.7971052789534 -15.10971918113687, 145.72786093197 -15.14636399282359, 145.6605759968815 -15.10642655748458, 145.6625671382112 -15.02987397402477))",0,4,0
442,442,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.7990269797606 -15.03316494415441, 145.8682018816881 -14.99648887523429, 145.9354926864719 -15.03633902902553, 145.9336404351493 -15.11289486086741, 145.8644279266247 -15.14959895812482, 145.7971052789534 -15.10971918113687, 145.7990269797606 -15.03316494415441))",0,0,0
443,443,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.9354926864719 -15.03633902902553, 146.0046357411398 -14.99960373252038, 146.0719640466189 -15.03939622133619, 146.0701812534204 -15.11595358936356, 146.0010006937928 -15.15271694645904, 145.9336404351493 -15.11289486086741, 145.9354926864719 -15.03633902902553))",0,0,0
444,444,19111024.46,,43551959.69,,,,,,,,,,,,,,,,,,"POLYGON ((145.1883538386197 -14.90261469529101, 145.2576170246563 -14.8662036556068, 145.3246875077801 -14.90631191764697, 145.3225261080973 -14.98286092543973, 145.2532249209633 -15.01929982912817, 145.1861231380168 -14.97916184699175, 145.1883538386197 -14.90261469529101))",0,3,0
445,445,3074230.769,,169753131.6,,901510.7109,,,,,,,,139651.1648,,,,,,,,"POLYGON ((145.3246875077801 -14.90631191764697, 145.3939193889116 -14.86984158136912, 145.4610277676011 -14.90989237024283, 145.4589356788994 -14.98644317558853, 145.389665897227 -15.02294140853916, 145.3225261080973 -14.98286092543973, 145.3246875077801 -14.90631191764697))",0,13,0
446,446,,,2006969.123,,167374777.6,,,,,,,,,,,17150894.79,,,,,"POLYGON ((145.4610277676011 -14.90989237024283, 145.5302282333705 -14.87336276247804, 145.5973744070388 -14.91335604485585, 145.595351639058 -14.9899085892037, 145.5261133734951 -15.02646612620686, 145.4589356788994 -14.98644317558853, 145.4610277676011 -14.90989237024283))",0,15,0
447,447,,,,45892729.88,84694135.43,,,,,,10647115.12,,,,,,,,34586143.76,,"POLYGON ((145.5973744070388 -14.91335604485585, 145.6665433471199 -14.87676719085085, 145.7337272149905 -14.91670293353121, 145.7317737771483 -14.99325715831853, 145.6625671382112 -15.02987397402477, 145.595351639058 -14.9899085892037, 145.5973744070388 -14.91335604485585))",0,19,0
448,448,,,,,,,,,,,87471.69586,,,,,,,,,,"POLYGON ((145.7337272149905 -14.91670293353121, 145.8028645191887 -14.88005485867197, 145.8700859802956 -14.9199330285814, 145.8682018816881 -14.99648887523429, 145.7990269797606 -15.03316494415441, 145.7317737771483 -14.99325715831853, 145.7337272149905 -14.91670293353121))",0,0,0
449,449,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.8700859802957 -14.9199330285814, 145.9391915385493 -14.88322575839324, 146.0064504917386 -14.92304632258648, 146.0046357411398 -14.99960373252038, 145.9354926864719 -15.03633902902553, 145.8682018816881 -14.99648887523429, 145.8700859802957 -14.9199330285814))",0,0,0
450,450,47573803.52,,,,,,,,,,,,6414665.576,,,,,,,,"POLYGON ((144.9873636548742 -14.78203252989226, 145.0566199443747 -14.74570860877368, 145.1235832464039 -14.78590197854764, 145.1213213514573 -14.8624489935413, 145.0520269711021 -14.89880071166464, 144.9850325801052 -14.85857760378978, 144.9873636548742 -14.78203252989226))",0,15,0
451,451,50985371.81,,19564454.41,,,55664062.89,,,,,,,349387.7471,,105609.4988,,,,,,"POLYGON ((145.1235832464039 -14.78590197854764, 145.1928084416296 -14.74951876864041, 145.2598097292693 -14.78965475795361, 145.2576170246563 -14.8662036556068, 145.1883538386197 -14.90261469529101, 145.1213213514573 -14.8624489935413, 145.1235832464039 -14.78590197854764))",0,17,0
452,452,,,148218350.9,,32458253.16,,,,,,,,,,5810545.851,,,,,,"POLYGON ((145.2598097292693 -14.78965475795361, 145.3290037198254 -14.75321228412276, 145.3960428930004 -14.79329085950556, 145.3939193889116 -14.86984158136912, 145.3246875077801 -14.90631191764697, 145.2576170246563 -14.8662036556068, 145.2598097292693 -14.78965475795361))",0,21,0
453,453,,,5881393.522,,168275251.6,,,,,,,,,,,12331870.48,,,,,"POLYGON ((145.3960428930004 -14.79329085950556, 145.4652055686207 -14.75678914675566, 145.5322825270648 -14.79681027486567, 145.5302282333705 -14.87336276247804, 145.4610277676011 -14.90989237024283, 145.3939193889116 -14.86984158136912, 145.3960428930004 -14.79329085950556))",0,11,0
454,454,,,,69036736.28,62525836.48,,,,,,,,,,,47943339.91,,,6983923.406,,"POLYGON ((145.5322825270648 -14.79681027486567, 145.6014137776131 -14.76024934834052, 145.6685284208702 -14.80021299596274, 145.6665433471199 -14.87676719085085, 145.5973744070388 -14.91335604485585, 145.5302282333705 -14.87336276247804, 145.5322825270648 -14.79681027486567))",0,25,0
455,455,,,,24441954.42,,,,,,,,,,,,,,,70112138.79,,"POLYGON ((145.6685284208702 -14.80021299596274, 145.737628136341 -14.76359288094566, 145.8047803637662 -14.80349901499283, 145.8028645191887 -14.88005485867197, 145.7337272149905 -14.91670293353121, 145.6665433471199 -14.87676719085085, 145.6685284208702 -14.80021299596274))",0,8,0
456,456,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.8047803637662 -14.80349901499283, 145.8738484342857 -14.76681973690606, 145.9410381450461 -14.80666832441868, 145.9391915385493 -14.88322575839324, 145.8700859802956 -14.9199330285814, 145.8028645191887 -14.88005485867197, 145.8047803637662 -14.80349901499283))",0,0,0
457,457,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.9410381450461 -14.80666832441868, 146.0100744608737 -14.76992990882352, 146.0773015539492 -14.80972091697044, 146.0755241941196 -14.88627988273408, 146.0064504917386 -14.92304632258648, 145.9391915385493 -14.88322575839324, 145.9410381450461 -14.80666832441868))",0,0,0
458,458,74747112.99,,,,,62140112.38,,,,,,,4051818.744,,,,,,,,"POLYGON ((144.9228004968854 -14.66523691980193, 144.9920187062659 -14.62894076151799, 145.0589129336208 -14.66916174782734, 145.0566199443747 -14.74570860877368, 144.9873636548742 -14.78203252989226, 144.9204384383393 -14.74178181325417, 144.9228004968854 -14.66523691980193))",1,41,0
459,459,6663659.636,,,,,177951859.3,,,,,,,,,1825298.852,,,,,,"POLYGON ((145.0589129336209 -14.66916174782735, 145.1281001484506 -14.63280633352817, 145.1950323509371 -14.6729699985469, 145.1928084416296 -14.74951876864041, 145.1235832464039 -14.78590197854764, 145.0566199443747 -14.74570860877368, 145.0589129336209 -14.66916174782735))",0,15,0
460,460,,,10872788.82,,13365272.5,158069301.8,,,,,,,,,4134909.267,,,,,,"POLYGON ((145.1950323509371 -14.6729699985469, 145.2641884610129 -14.63655535299556, 145.3311585388748 -14.67666166324177, 145.3290037198254 -14.75321228412276, 145.2598097292693 -14.78965475795361, 145.1928084416296 -14.74951876864041, 145.1950323509371 -14.6729699985469))",0,23,0
461,461,,,,,105476712,52111706.38,,,,,,,,,8123641.765,20731620.84,,,,,"POLYGON ((145.3311585388748 -14.67666166324177, 145.4002834341213 -14.64018781134088, 145.4672912874121 -14.68023673345916, 145.4652055686207 -14.75678914675566, 145.3960428930004 -14.79329085950556, 145.3290037198254 -14.75321228412276, 145.3311585388748 -14.67666166324177))",1,33,0
462,462,,,,125175564.9,48833443.94,5747848.971,,,,,,,,,,6688185.959,,,,,"POLYGON ((145.4672912874121 -14.68023673345916, 145.5363848578826 -14.64370370025032, 145.603430386466 -14.68369520101255, 145.6014137776131 -14.76024934834052, 145.5322825270648 -14.79681027486567, 145.4652055686207 -14.75678914675566, 145.4672912874121 -14.68023673345916))",0,19,0
463,463,,,,134126231.8,,,,,,,,,,,,,,,23633621.82,,"POLYGON ((145.603430386466 -14.68369520101255, 145.6724925223439 -14.64710301167655, 145.7395756258948 -14.68703705798184, 145.7376281363409 -14.76359288094566, 145.6685284208702 -14.80021299596274, 145.6014137776131 -14.76024934834052, 145.603430386466 -14.68369520101255))",0,12,0
464,464,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.7395756258948 -14.68703705798184, 145.8086062174944 -14.65038573783816, 145.8757267954998 -14.69026229671303, 145.8738484342857 -14.76681973690606, 145.8047803637662 -14.80349901499283, 145.737628136341 -14.76359288094566, 145.7395756258948 -14.68703705798184))",0,0,0
465,465,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.8757267954998 -14.69026229671303, 145.9447257332674 -14.65355187122002, 146.0118836850273 -14.69337090981889, 146.0100744608737 -14.76992990882352, 145.9410381450461 -14.80666832441868, 145.8738484342857 -14.76681973690606, 145.8757267954998 -14.69026229671303))",0,0,0
466,466,,,,,,,,,,,,,,,,,,,,,"POLYGON ((143.9065149877045 -14.51729230208046, 143.9759083030699 -14.48143911402419, 144.0424650462662 -14.52208755246374, 144.0396585935308 -14.59861906274311, 143.9702265185018 -14.6344997472822, 143.903639660254 -14.59382141113919, 143.9065149877045 -14.51729230208046))",0,0,0
467,467,15489658.99,,,,,,,,,,,,,,,,,,,,"POLYGON ((144.5863485264878 -14.54010428656991, 144.6555901263624 -14.50395437691933, 144.7223391627126 -14.54431735178551, 144.7198772720347 -14.62085999551726, 144.6505974046685 -14.65703756803885, 144.5838176993251 -14.61664482001468, 144.5863485264878 -14.54010428656991))",0,0,0
